getuid32,getpid,epoll_wait,ioctl,futex,access,getConnectionInfo,recvfrom,fcntl64,pread64,Class
233,184,252,1667,93,1,0,392,0,45,3
34,24,16,62,136,10,0,1,6,36,3
40,36,65,83,590,18,0,0,69,9,3
99,85,99,186,143,5,0,72,10,16,3
48,57,65,95,419,23,0,2,80,8,3
106,91,513,194,152,5,0,796,11,15,3
18002,18012,21798,375,3501,22,0,799,95,17,3
29,15,12,51,64,8,0,0,5,24,3
10788,10812,14442,652,3189,23,0,1375,95,36,3
93,84,111,199,413,25,0,39,73,20,3
29,15,12,49,81,8,0,0,5,24,3
101,88,563,193,158,5,0,796,11,17,3
601,608,4275,333,3486,43,9,794,197,8,3
108,93,532,215,146,5,0,798,23,15,3
42,30,20,101,93,5,0,13,7,18,3
102,89,533,189,172,5,0,796,11,16,3
84106,84114,85499,804,3719,22,0,378,96,19,3
29,15,12,47,80,8,0,0,5,24,3
168,169,603,9776,252,5,0,929,17,43,3
727,741,4433,260,2932,46,0,817,213,15,3
53,42,496,140,123,10,0,772,8,16,3
29,15,12,49,77,12,0,0,5,24,3
268,251,345,545,288,12,0,349,11,22,3
39,26,18,89,127,10,0,1,6,20,3
29,15,12,54,78,12,0,0,5,24,3
53,42,463,133,110,10,0,772,8,16,3
43,32,22,101,111,5,0,16,7,18,3
247,236,845,123,312,7,0,760,8,21,3
319,300,910,625,436,21,0,1161,11,15,3
19492,19499,23985,855,5434,22,0,1088,96,22,3
29,15,12,51,67,12,0,0,5,24,3
32,15,14,54,72,10,0,0,5,24,3
106,91,551,197,112,5,0,796,11,15,3
29,15,12,51,78,12,0,0,5,24,3
91,82,93,201,506,25,0,35,73,20,3
23182,23192,27377,854,5152,22,0,1083,98,19,3
32,15,12,59,68,10,0,0,5,24,3
29,15,12,48,63,12,0,0,5,24,3
51,40,475,131,96,10,0,764,8,16,3
29,15,12,54,65,12,0,0,5,24,3
36,25,18,64,120,12,0,1,6,26,3
101,91,558,237,94,7,0,827,12,49,3
48,37,475,119,102,10,0,752,8,16,3
42,30,20,100,107,5,0,15,7,18,3
20363,20379,24731,857,5464,22,0,1131,88,19,3
22922,22938,26994,849,5053,22,0,1130,88,19,3
34,24,16,63,245,10,0,1,6,36,3
260,251,856,190,411,9,0,770,24,31,3
34,24,13,78,187,8,0,1,6,20,3
78,68,491,208,79,16,0,774,10,15,3
36,25,18,67,87,12,0,1,6,20,3
29,15,12,51,75,12,0,0,5,24,3
220,222,705,10187,335,5,0,939,17,43,3
40,36,62,86,511,18,0,0,69,9,3
69,51,494,161,155,7,0,772,8,17,3
29,15,12,50,195,8,0,0,5,24,3
29,15,12,55,83,12,0,0,5,24,3
40,36,65,90,592,18,0,0,69,9,3
23,10,3,38,66,3,0,0,5,15,3
29,15,12,48,76,12,0,0,5,24,3
40,36,55,81,611,18,0,0,69,9,3
344,324,515,834,283,18,0,648,11,40,3
29,15,12,60,73,12,0,0,5,31,3
152,141,681,127,178,5,0,772,8,21,3
42,30,20,113,104,5,0,15,7,18,3
29,15,12,52,280,12,0,0,5,24,3
19183,19190,23311,956,5459,22,0,1156,95,19,3
40,36,63,90,442,18,0,0,69,9,3
29,15,12,49,79,12,0,0,5,24,3
260,251,852,191,428,9,0,778,24,31,3
266,255,856,218,418,9,0,774,24,31,3
53,42,462,130,117,7,0,772,8,15,3
29,15,12,51,67,12,0,0,5,24,3
43,31,20,107,84,5,0,13,7,18,3
29,15,12,52,81,12,0,0,5,24,3
20071,20081,21482,864,3530,22,0,384,95,19,3
266,255,904,211,398,9,0,774,24,31,3
53,42,488,131,124,10,0,772,8,16,3
23,10,3,36,73,3,0,0,5,15,3
4899,4913,8473,184,2816,22,0,767,93,9,3
34,24,13,74,116,8,0,1,6,20,3
42,30,20,107,89,5,0,13,7,18,3
232,235,688,9798,291,5,0,951,17,43,3
36,25,17,74,115,12,0,1,6,26,3
36,26,20,75,153,10,0,1,6,36,3
50,39,472,126,108,7,0,760,8,15,3
29,15,13,53,75,8,0,0,5,24,3
39,30,24,107,105,8,0,31,7,23,3
29,15,12,48,60,12,0,0,5,24,3
29,15,12,50,78,10,0,0,5,24,3
32013,32029,34217,1513,6653,22,0,801,101,29,3
29,15,13,58,83,12,0,0,5,24,3
25,10,3,45,67,3,0,0,5,23,3
38,27,21,80,109,12,0,1,6,20,3
251,240,876,148,296,7,0,776,8,21,3
37,25,18,74,136,15,0,1,6,28,3
29,15,12,50,76,8,0,0,5,24,3
4087,4064,7534,3638,624,39,0,9037,35,47,3
38,25,18,77,201,17,0,1,6,26,3
43,31,20,100,106,5,0,13,7,18,3
18655,18669,22651,331,3617,22,0,794,94,17,3
29,15,12,50,73,12,0,0,5,24,3
4238,4224,7004,8479,442,28,0,9794,16,43,3
36,25,19,67,133,12,0,1,6,26,3
4250,4236,6979,8528,613,28,0,9796,16,43,3
678,692,4219,280,2739,46,0,836,213,15,3
29,15,12,48,55,8,0,0,5,24,3
211,212,666,9937,277,5,0,898,17,43,3
29,15,12,50,71,12,0,0,5,24,3
29,15,12,48,81,12,0,0,5,22,3
29,15,13,48,82,12,0,0,5,24,3
37,25,17,72,115,15,0,1,6,28,3
38,25,18,76,174,17,0,1,6,26,3
29,15,12,51,85,12,0,0,5,24,3
29,15,12,54,58,12,0,0,5,24,3
34,24,16,68,138,10,0,1,6,36,3
32,15,12,53,78,10,0,0,5,24,3
230,181,247,1635,65,1,0,368,0,45,3
29,15,12,49,114,8,0,0,5,24,3
54,43,487,136,524,5,0,776,8,19,3
29,15,12,46,75,8,0,0,5,24,3
29,15,13,50,70,12,0,0,5,24,3
108,93,553,221,126,5,0,799,23,15,3
54,43,454,133,90,7,0,776,8,19,3
59,49,57,174,184,10,0,44,7,20,3
38,25,17,74,153,17,0,1,6,19,3
15487,15497,19797,790,5165,22,0,1106,87,19,3
61,49,42,139,99,5,0,34,9,20,3
38,25,17,74,149,17,0,1,6,26,3
29,15,13,52,72,8,0,0,5,24,3
29,15,12,53,81,12,0,0,5,24,3
101,88,541,195,233,5,0,796,11,16,3
29,15,12,49,84,12,0,0,5,24,3
107,92,531,190,147,5,0,796,11,15,3
1162,1148,1749,908,2548,22,0,787,13,48,3
43,31,20,103,99,5,0,13,7,18,3
707,722,4273,275,2714,46,0,825,215,15,3
29,15,12,51,86,8,0,0,5,24,3
38,27,21,83,972,12,0,1,6,26,3
42,30,20,93,89,5,0,13,7,18,3
29,15,12,51,83,12,0,0,5,24,3
19713,19722,23501,343,3609,39,0,774,91,16,3
846,805,1290,8767,931,5,0,1984,14,23,3
44,38,446,95,94,5,0,731,9,12,3
257,248,881,190,405,9,0,769,24,31,3
29,15,12,48,67,12,0,0,5,24,3
29,15,12,54,79,12,0,0,5,24,3
107,92,555,187,122,5,0,796,11,15,3
43,31,20,107,85,5,0,13,7,18,3
101,88,538,181,177,5,0,796,11,16,3
101,88,553,185,154,5,0,796,11,16,3
94,92,601,200,517,20,0,772,74,30,3
98,88,558,235,80,7,0,815,12,49,3
29,15,12,55,71,12,0,0,5,24,3
42,30,21,112,87,5,0,13,7,18,3
40,36,76,88,514,18,0,0,69,9,3
632,646,4024,276,3123,46,0,829,213,15,3
9397,9420,13052,749,3380,23,0,1565,95,36,3
226,227,714,10073,392,5,0,955,17,43,3
106,91,529,220,125,5,0,799,23,15,3
29,15,12,50,86,12,0,0,5,31,3
16948,16959,21080,838,5053,22,0,1146,87,19,3
91,80,84,223,70,7,0,87,11,49,3
739,753,4256,279,3061,46,0,829,213,15,3
34,24,13,75,109,8,0,1,6,20,3
40,36,64,84,565,18,0,0,69,9,3
14926,14943,18612,233,4011,22,0,768,105,18,3
11908,11926,15923,899,2974,20,0,1827,94,28,3
34,24,16,59,130,10,0,1,6,36,3
55,44,471,139,119,10,0,780,8,16,3
262,254,856,195,489,10,0,771,32,31,3
101,88,538,190,160,5,0,796,11,17,3
101,92,496,247,118,11,0,830,12,20,3
102,89,543,192,214,5,0,795,11,16,3
19735,19745,23900,916,5243,22,0,1122,95,19,3
42,30,20,100,87,5,0,13,7,18,3
254,243,855,145,299,7,0,784,8,21,3
20140,20150,24464,941,5715,39,0,1139,91,19,3
1474,1457,2466,2292,128,16,0,3281,9,51,3
56,53,473,138,103,5,0,742,10,26,3
40,36,51,86,445,18,0,0,69,9,3
54,43,440,139,112,10,0,776,8,16,3
29,15,12,52,89,12,0,0,5,24,3
40,36,47,90,489,18,0,0,69,9,3
29,15,12,48,77,12,0,0,5,24,3
34,24,16,64,121,10,0,1,6,24,3
42,30,20,98,113,5,0,13,7,18,3
38,25,18,71,130,17,0,1,6,18,3
29,15,12,56,84,10,0,0,5,24,3
43,31,20,102,95,5,0,13,7,18,3
107,92,541,202,135,5,0,795,11,15,3
29,15,12,50,73,12,0,0,5,24,3
100,90,531,243,73,7,0,818,12,49,3
70,60,477,171,71,8,0,778,10,15,3
36,25,18,66,116,12,0,1,6,26,3
29,15,12,50,81,8,0,0,5,24,3
4054,4034,6605,8037,547,28,0,9315,13,43,3
29,15,12,46,73,8,0,0,5,24,3
100,90,523,250,78,7,0,827,12,48,3
29,15,12,46,72,8,0,0,5,24,3
38,25,18,79,156,17,0,1,6,26,3
98,88,524,228,82,7,0,815,12,49,3
20665,20689,24283,1283,3255,23,0,2444,95,36,3
29,15,12,50,81,12,0,0,5,24,3
271,257,881,285,646,9,0,773,56,31,3
17913,17923,21795,362,3734,39,0,789,91,17,3
11362,55,41,16543,3901,17,0,0,21,11,3
42,30,20,107,115,5,0,13,7,18,3
16513,16523,20885,931,5361,22,0,1150,111,19,3
29,15,12,49,76,8,0,0,5,24,3
58,48,57,181,202,10,0,44,7,20,3
493,588,487,2819,208,16,0,402,64,6,3
17710,17720,21542,393,3448,39,0,804,91,17,3
176,177,604,9994,242,5,0,956,17,43,3
29,15,12,50,70,12,0,0,5,24,3
29,15,12,50,65,12,0,0,5,24,3
52,41,36,150,111,5,0,49,7,17,3
36,25,18,67,498,12,0,1,6,26,3
28,15,15,41,47,5,0,0,5,1,3
29,15,12,50,78,8,0,0,5,24,3
29,15,13,53,87,12,0,0,5,24,3
17307,17322,21442,918,5070,35,0,1145,97,18,3
29,15,12,56,73,12,0,0,5,31,3
1661,1663,2337,3122,1093,90,1,3100,331,65,3
99,89,539,244,86,7,0,816,12,49,3
29,15,12,52,88,8,0,0,5,24,3
36,24,17,87,64,5,0,8,7,13,3
42,30,20,94,105,5,0,13,7,18,3
29,15,12,50,81,12,0,0,5,24,3
17395,17405,21396,342,3726,39,0,778,91,16,3
259,250,853,197,399,9,0,778,24,31,3
21367,21394,25583,913,5752,22,0,1136,95,19,3
36,25,18,67,167,12,0,1,6,26,3
102,89,506,195,170,5,0,796,11,16,3
29,15,12,52,81,12,0,0,5,24,3
20641,20654,24817,918,5366,35,0,1124,97,18,3
29,15,12,53,75,8,0,0,5,24,3
268,254,830,261,616,9,0,770,56,31,3
15845,15856,20165,827,4886,22,0,1139,87,19,3
29,15,13,49,55,8,0,0,5,24,3
241,192,251,1663,59,1,0,404,0,45,3
29,15,12,53,86,12,0,0,5,24,3
106,91,539,209,177,5,0,799,23,15,3
20180,20190,24502,899,5887,39,0,1123,90,19,3
98,88,536,237,82,7,0,812,12,49,3
147,133,627,311,971,5,0,865,13,42,3
29,15,12,48,76,8,0,0,5,24,3
27108,27119,31383,788,4592,22,0,1042,98,19,3
29,15,12,51,58,8,0,0,5,24,3
42,30,20,95,101,5,0,13,7,18,3
38,25,18,77,116,17,0,1,6,20,3
60,48,57,187,262,15,0,44,7,20,3
33,17,18,64,66,8,0,0,5,25,3
36,26,20,71,129,10,0,1,6,30,3
17185,17194,21111,368,3569,39,0,795,91,17,3
20177,20185,24337,928,5835,22,0,1142,95,19,3
29,15,12,49,80,12,0,0,5,24,3
29,15,12,55,84,8,0,0,5,24,3
1694,1707,5000,2140,1539,41,0,3013,189,27,3
19650,19661,23754,925,5184,22,0,1118,95,19,3
18984,18994,22807,381,3437,39,0,796,92,17,3
29,15,12,50,72,12,0,0,5,24,3
38,25,17,76,177,17,0,1,6,26,3
29,15,12,47,79,8,0,0,5,24,3
18332,18339,23409,2036,7524,22,0,1533,91,28,3
259,250,892,188,404,9,0,778,24,31,3
29,15,12,53,81,12,0,0,5,24,3
18916,18925,23225,907,5220,22,0,1128,95,19,3
40,36,69,93,543,18,0,0,69,9,3
29,15,12,52,68,12,0,0,5,24,3
687,702,4336,290,2681,46,0,840,213,15,3
29,15,12,52,66,8,0,0,5,24,3
36,25,18,65,733,12,0,1,6,26,3
42,30,20,104,99,5,0,13,7,18,3
34,24,16,63,185,10,0,1,6,36,3
42,30,20,99,82,5,0,13,7,18,3
29,15,12,47,79,8,0,0,5,24,3
71,62,522,190,61,8,0,786,10,15,3
29,15,13,52,84,8,0,0,5,24,3
259,244,858,182,330,9,0,780,8,31,3
20153,20162,24046,381,3726,39,0,791,91,17,3
41,29,461,85,39,5,0,732,8,13,3
263,254,833,207,414,9,0,781,24,31,3
29,15,12,51,81,12,0,0,5,24,3
250,239,864,129,288,7,0,764,8,21,3
2746,2751,6276,497,3409,39,0,858,94,25,3
29,15,13,47,69,8,0,0,5,24,3
19371,19390,26963,15184,56478,45,0,10403,203,121,3
15411,15422,19519,827,5353,22,0,1139,87,19,3
29,15,12,54,79,12,0,0,5,24,3
233,184,251,1652,93,1,0,380,0,45,3
24,10,3,58,84,7,0,1,6,36,3
36,25,17,64,133,12,0,1,6,26,3
29,15,12,48,75,12,0,0,5,24,3
29,15,12,50,75,12,0,0,5,24,3
342,332,959,871,440,16,0,1379,12,33,3
29,15,12,50,79,12,0,0,5,24,3
106,91,524,215,123,5,0,799,23,15,3
15514,15531,19599,806,6682,22,0,1118,105,19,3
243,194,256,1673,220,1,0,428,0,45,3
24,10,3,58,104,7,0,1,6,36,3
19471,19482,23242,369,3536,39,0,795,91,17,3
340,331,951,790,237,14,0,1379,12,29,3
22742,22749,26976,924,5139,22,0,1131,95,19,3
29,15,12,51,80,8,0,0,5,24,3
34,17,16,70,87,10,0,0,5,18,3
18898,18908,22847,904,4994,39,0,1126,90,19,3
38,25,17,79,152,17,0,1,6,26,3
99,89,525,222,80,7,0,814,12,49,3
29,15,12,53,70,10,0,0,5,24,3
29,15,12,51,76,12,0,0,5,24,3
29,15,14,53,252,8,0,0,5,24,3
29,15,12,48,70,12,0,0,5,24,3
42,30,20,96,120,5,0,13,7,18,3
58,48,57,179,707,10,0,44,7,20,3
29,15,12,55,77,12,0,0,5,24,3
29,15,13,48,81,12,0,0,5,24,3
29,15,12,47,87,8,0,0,5,24,3
17167,17178,21052,355,4100,22,0,780,98,17,3
29,15,12,51,81,12,0,0,5,31,3
19360,19374,23249,336,3726,35,0,778,97,16,3
22509,22519,26477,362,3658,22,0,788,95,17,3
20359,20369,24205,332,3552,39,0,762,91,16,3
344,334,1015,871,442,16,0,1386,12,33,3
49,40,182,138,120,8,0,385,7,23,3
43,31,20,103,90,5,0,13,7,18,3
38,25,18,70,130,17,0,1,6,20,3
19253,19260,23514,924,5638,22,0,1137,95,19,3
204,189,315,439,202,5,0,324,7,20,3
51,40,477,123,101,10,0,764,8,16,3
108,93,576,208,118,5,0,795,11,15,3
99,89,511,254,93,7,0,819,12,49,3
29,15,13,52,83,8,0,0,5,24,3
18698,18711,22427,243,3033,27,0,771,93,15,3
101,88,517,199,227,5,0,796,11,17,3
631,645,4259,251,2632,46,0,810,213,15,3
42,30,19,104,119,5,0,12,7,18,3
687,701,4221,314,2825,46,0,848,213,15,3
42,30,20,87,107,5,0,13,7,18,3
29,15,12,53,60,12,0,0,5,24,3
29,15,12,47,88,8,0,0,5,24,3
103,100,129,241,476,28,0,42,75,21,3
167,168,581,9779,382,5,0,928,17,43,3
29,15,12,48,78,8,0,0,5,24,3
2703,2708,6138,468,3177,39,0,877,94,16,3
20708,20716,24962,930,5946,22,0,1142,96,19,3
44,32,450,103,93,6,0,732,8,8,3
14804,14815,18946,915,5735,22,0,1142,111,19,3
37,25,17,73,145,15,0,1,6,22,3
30,16,12,54,183,12,0,0,5,24,3
29,15,12,46,84,8,0,0,5,24,3
81,77,99,172,392,20,0,41,73,21,3
4217,4204,6953,8389,4342,30,0,9712,16,44,3
257,242,891,157,325,9,0,759,8,31,3
267,270,778,9806,295,5,0,1052,17,43,3
15557,15568,19706,834,5095,22,0,1142,87,19,3
29,15,12,49,73,12,0,0,5,24,3
36,25,18,72,138,12,0,1,6,26,3
24,10,3,64,89,7,0,1,6,36,3
16427,16438,20741,838,5316,22,0,1142,87,19,3
29,15,12,48,85,8,0,0,5,24,3
29,15,12,50,88,12,0,0,5,24,3
173,174,616,9943,264,5,0,944,17,43,3
29,15,12,49,79,8,0,0,5,24,3
140,134,600,347,145,8,0,984,11,18,3
29,15,12,50,75,12,0,0,5,24,3
40,36,65,87,474,18,0,0,69,9,3
16122,16139,20381,809,6285,22,0,1125,105,19,3
4028,4008,6603,8151,484,28,0,9286,13,43,3
29,15,12,60,86,12,0,0,5,24,3
272,258,872,286,652,9,0,786,56,31,3
106,91,556,193,123,5,0,791,10,15,3
51,40,479,120,97,10,0,764,8,16,3
29,15,12,49,80,12,0,0,5,24,3
20583,20593,24714,954,5543,22,0,1138,98,19,3
700,715,4358,301,3044,46,0,844,213,15,3
22655,22669,26782,920,5021,35,0,1127,97,18,3
273,259,867,273,601,9,0,781,56,31,3
1729,1741,5066,2106,1689,41,0,3018,189,27,3
29,15,12,48,72,12,0,0,5,24,3
29,15,13,49,84,8,0,0,5,24,3
29,15,12,51,89,12,0,0,5,24,3
38,25,18,74,174,17,0,1,6,25,3
34,24,16,61,148,10,0,1,6,36,3
14620,14637,18721,833,6696,22,0,1138,105,19,3
97,87,524,229,95,7,0,806,12,49,3
29,15,12,55,69,12,0,0,5,24,3
59,49,56,187,175,10,0,44,7,20,3
43,31,20,95,111,5,0,15,7,18,3
29,15,12,48,86,12,0,0,5,24,3
115,103,112,288,125,14,0,148,12,33,3
17648,17657,21779,813,5096,22,0,1123,87,19,3
25,10,3,69,108,6,0,1,6,38,3
29,15,12,49,88,12,0,0,5,24,3
29,15,12,46,81,8,0,0,5,24,3
29,15,12,49,65,12,0,0,5,24,3
70,52,492,169,150,7,0,772,8,17,3
16798,16808,20852,800,5184,22,0,1124,87,19,3
257,248,862,188,438,9,0,770,24,31,3
94,95,212,254,183,8,0,423,14,28,3
11036,11060,14789,772,3204,23,0,1609,95,36,3
29,15,12,46,83,8,0,0,5,24,3
29,15,12,50,73,8,0,0,5,24,3
61,49,57,185,209,15,0,44,7,20,3
37,25,18,74,133,15,0,1,6,28,3
43,32,21,111,111,5,0,16,7,18,3
16569,16580,20787,812,5378,22,0,1128,87,19,3
17997,18004,22196,898,5096,22,0,1112,95,22,3
42,30,20,102,88,5,0,13,7,18,3
29,15,13,53,74,12,0,0,5,24,3
106,91,538,195,130,5,0,796,11,15,3
29,15,12,55,75,12,0,0,5,24,3
37,25,19,74,137,15,0,1,6,28,3
107,92,557,193,145,5,0,796,11,15,3
19954,19964,23687,349,3673,39,0,782,92,16,3
38,25,17,84,135,17,0,1,6,26,3
19161,19171,23201,940,5718,39,0,1145,90,19,3
36,25,17,68,128,12,0,1,6,26,3
23,10,3,36,71,3,0,0,5,15,3
16297,16307,20475,834,5423,22,0,1134,87,19,3
29,15,12,50,88,12,0,0,5,31,3
29,15,12,53,76,12,0,0,5,24,3
236,187,250,1654,98,1,0,404,0,45,3
100,101,251,245,126,8,0,469,14,28,3
34,24,16,60,135,10,0,1,6,30,3
45,33,443,100,88,7,0,731,8,12,3
42,30,20,99,86,5,0,13,7,18,3
18953,18963,22880,337,3776,39,0,766,92,16,3
34,20,16,70,45,9,0,8,6,6,3
33,17,16,65,95,8,0,0,5,31,3
29,15,12,48,80,12,0,0,5,24,3
17661,17672,21949,808,5295,22,0,1127,87,19,3
36,25,18,68,106,12,0,1,6,20,3
60,50,57,173,236,10,0,44,7,20,3
29,15,12,53,68,8,0,0,5,24,3
4056,4033,7497,3578,598,39,0,8952,37,47,3
29,15,12,49,78,12,0,0,5,24,3
29,15,12,54,78,12,0,0,5,24,3
103,93,539,249,80,7,0,822,12,49,3
43,32,22,100,113,5,0,16,7,18,3
19159,19169,23148,377,3596,39,0,780,91,17,3
33302,33318,35649,1527,6901,22,0,781,91,29,3
54,43,495,140,101,10,0,776,8,16,3
40,36,68,85,563,18,0,0,69,9,3
29,15,12,50,70,12,0,0,5,24,3
52,40,36,136,90,7,0,49,7,41,3
36,25,17,71,118,12,0,1,6,26,3
54,43,471,140,109,10,0,776,8,16,3
37,25,19,75,130,15,0,1,6,28,3
15595,15605,19700,828,5143,22,0,1135,87,19,3
16199,16216,17405,709,3106,22,0,351,88,19,3
19559,19568,23588,947,5383,22,0,1145,95,19,3
40,36,63,93,644,18,0,0,69,9,3
29,15,12,52,73,12,0,0,5,24,3
22466,22476,26431,385,3778,39,0,795,91,17,3
29,15,12,55,76,12,0,0,5,24,3
42,30,20,106,100,5,0,13,7,18,3
40,27,22,91,142,17,0,1,6,20,3
20304,20315,24629,868,5549,22,0,1085,95,19,3
41,29,466,93,42,5,0,732,8,14,3
29,15,12,51,70,12,0,0,5,24,3
4169,4187,4843,156,1222,26,0,15,97,13,3
4250,4236,6970,8472,663,30,0,9781,16,44,3
46,35,25,112,100,5,0,19,7,18,3
15892,15909,20003,820,6104,22,0,1128,105,19,3
42,30,20,101,106,5,0,13,7,18,3
229,180,251,1655,70,1,0,364,0,45,3
29,15,12,51,94,12,0,0,5,24,3
29,15,12,53,75,12,0,0,5,24,3
225,228,714,9965,336,5,0,929,17,43,3
54,43,459,140,102,10,0,776,8,16,3
101,88,549,183,167,5,0,796,11,16,3
101,88,560,187,167,5,0,796,11,16,3
29,15,12,54,72,8,0,0,5,24,3
16260,16271,20350,832,5476,22,0,1131,87,19,3
15350,15361,19474,826,5065,22,0,1134,87,19,3
29,15,12,51,72,8,0,0,5,24,3
18771,18780,22378,363,3153,22,0,780,95,17,3
29,15,12,50,84,12,0,0,5,24,3
29,15,12,47,81,12,0,0,5,24,3
53,42,477,129,119,7,0,771,8,15,3
68,57,469,163,136,10,0,748,16,3,3
29,15,12,49,84,12,0,0,5,24,3
10625,10648,14369,766,3268,23,0,1581,95,36,3
20234,20243,24465,929,5413,22,0,1129,97,19,3
4063,4049,6601,8146,554,28,0,9328,16,43,3
251,254,737,10021,406,5,0,1012,17,43,3
666,680,4274,263,3013,46,0,813,215,15,3
55,44,495,138,112,10,0,780,8,16,3
14208,14218,18388,846,5199,22,0,1146,87,19,3
29,15,12,52,86,10,0,0,5,24,3
241,192,271,1682,61,1,0,412,0,46,3
29,15,12,50,79,12,0,0,5,24,3
29,15,12,48,76,8,0,0,5,24,3
31430,31445,33762,1576,7031,22,0,826,91,29,3
51,40,474,135,53,5,0,764,8,17,3
659,673,4253,259,2703,46,0,821,215,15,3
29,15,12,50,57,8,0,0,5,24,3
7535,7559,11410,764,3148,23,0,1581,95,36,3
7591,7615,11542,907,3712,23,0,1788,95,36,3
57,46,491,148,93,10,0,788,8,16,3
29,15,12,49,75,12,0,0,5,24,3
60,48,56,184,569,15,0,44,7,20,3
40,36,62,86,506,18,0,0,69,9,3
34,20,15,73,36,9,0,8,6,6,3
101,91,518,240,125,7,0,818,12,49,3
29,15,12,48,81,8,0,0,5,24,3
60,48,55,194,417,15,0,44,7,20,3
29,15,13,55,85,8,0,0,5,24,3
122,136,320,1895,11558,381,0,599,1898,443,3
19680,19688,24032,905,5293,22,0,1128,95,19,3
756,770,4511,271,2640,46,0,828,213,15,3
34,17,16,65,66,10,0,0,5,24,3
93,83,548,210,84,7,0,795,12,49,3
29,15,12,50,81,10,0,0,5,24,3
36,25,18,64,102,12,0,1,6,20,3
41,29,464,89,43,5,0,732,8,14,3
36,25,18,69,127,12,0,1,6,26,3
29,15,12,49,66,12,0,0,5,24,3
29,15,13,58,65,12,0,0,5,24,3
18398,18408,22272,382,3689,39,0,796,92,17,3
15008,15026,16271,794,3497,22,0,405,88,19,3
29,15,12,53,76,8,0,0,5,24,3
21421,21432,25469,958,5033,39,0,1143,95,19,3
795,810,4576,252,2994,55,0,769,275,29,3
36,25,17,69,122,12,0,1,6,26,3
265,254,847,200,440,9,0,774,24,31,3
480,469,645,955,357,18,0,796,13,41,3
23540,23564,27305,1429,3215,23,0,2710,95,36,3
52,40,36,131,70,7,0,49,7,41,3
29,15,12,53,84,8,0,0,5,24,3
54,42,42,130,83,7,0,57,7,41,3
29,15,13,51,83,12,0,0,5,31,3
106,91,524,199,142,5,0,795,11,15,3
404,393,708,274,151,192,0,66,745,258,3
25,11,3,58,91,7,0,1,6,36,3
97,94,111,217,514,28,0,37,73,21,3
57972,57985,62301,788,4921,22,0,1066,94,19,3
40,36,67,84,518,18,0,0,69,9,3
21106,21116,24970,405,3936,39,0,821,91,17,3
29,15,12,52,75,12,0,0,5,24,3
43,31,20,98,101,5,0,13,7,18,3
16640,16653,20733,929,6196,35,0,1144,97,18,3
29,15,12,48,82,8,0,0,5,24,3
259,250,866,183,419,9,0,770,24,31,3
29,15,12,52,66,12,0,0,5,24,3
19762,19771,23618,384,3799,39,0,800,92,17,3
238,225,274,416,4139,14,0,265,11,22,3
269,255,860,266,622,9,0,778,56,31,3
29,15,12,48,73,12,0,0,5,24,3
29,15,12,48,74,8,0,0,5,24,3
106,91,533,198,132,5,0,796,11,15,3
19168,19180,23503,826,5703,22,0,1132,87,19,3
673,687,4108,289,2770,46,0,828,213,15,3
29,15,12,53,73,12,0,0,5,24,3
29,15,13,54,79,12,0,0,5,24,3
56,45,488,151,107,10,0,784,8,16,3
28366,28376,30083,636,1917,27,0,870,108,29,3
42,30,20,104,130,5,0,13,7,18,3
34,24,16,69,150,10,0,1,6,30,3
92,81,558,270,839,89,0,728,27,6,3
106,91,526,188,131,5,0,796,11,15,3
19,9,3,28,32,3,0,0,5,1,3
34,24,16,71,123,10,0,1,6,30,3
42,30,20,104,144,5,0,15,7,18,3
32,15,12,54,69,10,0,0,5,24,3
29,15,13,48,220,12,0,0,5,24,3
22,9,3,46,38,3,0,0,5,27,3
29,15,12,53,69,12,0,0,5,24,3
18438,18448,22418,409,3302,39,0,804,91,17,3
4153,4139,6771,8223,553,30,0,9504,16,44,3
29,15,12,49,67,12,0,0,5,24,3
15235,15246,19168,684,4681,22,0,1062,87,16,3
717,750,990,1958,1659,210,4,928,322,94,4
211,119,137,769,1448,175,11,21,234,88,4
205,207,269,801,2349,480,2,18,802,230,4
563,505,609,4772,4213,1017,17,133,2136,524,4
22,9,3,56,41,3,0,0,5,3,4
260,236,238,1812,2120,325,8,153,603,132,4
2710,2716,3038,5034,1276,51,0,4913,91,81,4
150,118,534,1399,824,660,2,725,2262,781,4
41,30,23,142,142,7,0,1,10,1,4
99,95,123,383,954,93,1,3,299,53,4
612,559,679,5266,3790,1429,18,176,3691,1061,4
514,531,4065,273,2820,41,0,806,190,15,4
43,31,24,144,163,7,0,1,10,1,4
1970,1590,1469,3765,552,22,0,1461,136,423,4
937,995,912,1110,550,52,0,938,159,133,4
171,140,133,620,6391,130,1,34,188,39,4
50,38,469,152,130,14,0,739,49,3,4
211,206,309,509,183,8,0,310,10,42,4
190,176,164,522,272,10,0,306,68,67,4
55,40,51,334,82,86,0,0,310,82,4
572,506,622,4745,3841,1383,17,123,3565,1031,4
4167,4086,6670,9857,365447,309,2,8878,955,302,4
565,417,539,3404,3908,669,8,33,1765,446,4
54,40,47,289,81,60,0,0,219,56,4
56,44,494,226,58,5,0,776,8,36,4
232,202,200,798,805,262,0,167,662,184,4
55,40,51,332,91,86,0,0,310,82,4
1391,1414,6543,229,4480,44,0,989,366,6,4
4004,3962,4060,13309,3097,686,17,14424,2256,591,4
55,40,51,353,84,86,0,0,310,82,4
